cash,date,BTCUSD
3478.7368479000015,2012-01-06,2520.507000000001
3478.7368479000024,2012-01-07,2520.507000000001
3478.7368479000015,2012-01-08,2520.507000000001
3436.7842659000016,2012-01-09,2562.447000000001
3399.2970231,2012-01-10,2599.923000000001
3327.815585100001,2012-01-11,2671.383000000001
3272.142888300001,2012-01-12,2727.039000000001
3244.914722300002,2012-01-13,2754.259000000001
3238.412772300002,2012-01-14,2760.759000000001
3238.412772300002,2012-01-15,2760.759000000001
3232.206911100002,2012-01-16,2766.963000000001
3180.143296700001,2012-01-17,2819.0110000000013
3102.171912300001,2012-01-18,2896.959000000001
2969.5321323000007,2012-01-19,3029.559000000001
2907.359486100001,2012-01-20,3091.713000000001
2856.896351700002,2012-01-21,3142.161000000001
2802.5040389000005,2012-01-22,3196.537000000001
2743.9324726999994,2012-01-23,3255.0910000000013
2691.7088103000015,2012-01-24,3307.2990000000013
2641.565771899999,2012-01-25,3357.4270000000015
2629.0160080999995,2012-01-26,3369.9730000000013
2594.769737299999,2012-01-27,3404.209000000001
2594.769737299999,2012-01-28,3404.209000000001
2594.769737299999,2012-01-29,3404.209000000001
2589.4661466999996,2012-01-30,3409.5110000000013
2526.6813168999997,2012-01-31,3472.2770000000014
2521.1456566999996,2012-02-01,3477.8110000000015
2371.200686699999,2012-02-02,3627.7110000000016
2276.7323546999987,2012-02-03,3722.1510000000017
2238.5909156999996,2012-02-04,3760.2810000000018
2214.8477949,2012-02-05,3784.0170000000016
2203.6384331,2012-02-06,3795.223000000002
2115.5320091000003,2012-02-07,3883.3030000000012
2069.1581011000017,2012-02-08,3929.663000000001
2024.9448411000021,2012-02-09,3973.8630000000007
1924.954853100001,2012-02-10,4073.823000000001
1924.9548531000019,2012-02-11,4073.823000000001
1890.264449100002,2012-02-12,4108.503000000001
1840.4435073000022,2012-02-13,4158.309
1777.9647693000024,2012-02-14,4220.769
1748.5319421000022,2012-02-15,4250.193
1698.9730789000023,2012-02-16,4299.737
1586.763426100002,2012-02-17,4411.9130000000005
1469.853363600002,2012-02-18,4528.7880000000005
1430.421537600001,2012-02-19,4568.2080000000005
1284.0576416000022,2012-02-20,4714.528
1125.6701396000017,2012-02-21,4872.868
1094.342744200001,2012-02-22,4904.186000000001
767.9998707000004,2012-02-23,5230.4310000000005
767.9998707000013,2012-02-24,5230.4310000000005
767.9998707000013,2012-02-25,5230.4310000000005
767.9998707000004,2012-02-26,5230.4310000000005
767.9998707000013,2012-02-27,5230.4310000000005
767.9998707000013,2012-02-28,5230.4310000000005
767.9998707000013,2012-02-29,5230.4310000000005
767.9998707000013,2012-03-01,5230.4310000000005
767.9998707000013,2012-03-02,5230.4310000000005
739.1252109000015,2012-03-03,5259.297000000001
686.4854237,2012-03-04,5311.921000000001
686.4854237,2012-03-05,5311.921000000001
686.4854237000009,2012-03-06,5311.921000000001
686.4854237000009,2012-03-07,5311.921000000001
686.4854237,2012-03-08,5311.921000000001
686.4854237000009,2012-03-09,5311.921000000001
686.4854237000009,2012-03-10,5311.921000000001
686.4854237000009,2012-03-11,5311.921000000001
686.4854237000009,2012-03-12,5311.921000000001
686.4854237000009,2012-03-13,5311.921000000001
686.4854237000009,2012-03-14,5311.921000000001
686.4854237,2012-03-15,5311.921000000001
686.4854237,2012-03-16,5311.921000000001
686.4854237000009,2012-03-17,5311.921000000001
686.4854237000009,2012-03-18,5311.921000000001
686.4854237000009,2012-03-19,5311.921000000001
686.4854237,2012-03-20,5311.921000000001
686.4854237000009,2012-03-21,5311.921000000001
686.4854237000009,2012-03-22,5311.921000000001
686.4854237000009,2012-03-23,5311.921000000001
686.4854237000009,2012-03-24,5311.921000000001
686.4854237,2012-03-25,5311.921000000001
658.8531365000008,2012-03-26,5339.545
658.8531365000008,2012-03-27,5339.545
658.8531365000008,2012-03-28,5339.545
658.8531365000008,2012-03-29,5339.545
658.8531365000008,2012-03-30,5339.545
658.8531365000017,2012-03-31,5339.545
658.8531365000008,2012-04-01,5339.545
658.8531365000008,2012-04-02,5339.545
658.8531365000008,2012-04-03,5339.545
658.8531365000017,2012-04-04,5339.545
658.8531365000017,2012-04-05,5339.545
658.8531365000008,2012-04-06,5339.545
658.8531365000008,2012-04-07,5339.545
625.2378126511312,2012-04-08,5373.150242276189
625.2378126511303,2012-04-09,5373.150242276189
625.2378126511303,2012-04-10,5373.150242276189
625.2378126511303,2012-04-11,5373.150242276189
625.2378126511312,2012-04-12,5373.150242276189
625.2378126511312,2012-04-13,5373.150242276189
625.2378126511303,2012-04-14,5373.150242276189
625.2378126511303,2012-04-15,5373.150242276189
625.2378126511303,2012-04-16,5373.150242276189
625.2378126511303,2012-04-17,5373.150242276189
625.2378126511303,2012-04-18,5373.150242276189
625.2378126511303,2012-04-19,5373.150242276189
625.2378126511303,2012-04-20,5373.150242276189
625.2378126511303,2012-04-21,5373.150242276189
625.2378126511303,2012-04-22,5373.150242276189
625.2378126511303,2012-04-23,5373.150242276189
625.2378126511303,2012-04-24,5373.150242276189
625.2378126511303,2012-04-25,5373.150242276189
625.2378126511303,2012-04-26,5373.150242276189
625.2378126511303,2012-04-27,5373.150242276189
625.2378126511312,2012-04-28,5373.150242276189
625.2378126511312,2012-04-29,5373.150242276189
625.2378126511303,2012-04-30,5373.150242276189
625.2378126511312,2012-05-01,5373.150242276189
625.2378126511303,2012-05-02,5373.150242276189
625.2378126511303,2012-05-03,5373.150242276189
625.2378126511303,2012-05-04,5373.150242276189
625.2378126511303,2012-05-05,5373.150242276189
625.2378126511303,2012-05-06,5373.150242276189
625.2378126511303,2012-05-07,5373.150242276189
625.2378126511303,2012-05-08,5373.150242276189
625.2378126511303,2012-05-09,5373.150242276189
625.2378126511312,2012-05-10,5373.150242276189
625.2378126511312,2012-05-11,5373.150242276189
625.2378126511312,2012-05-12,5373.150242276189
625.2378126511303,2012-05-13,5373.150242276189
625.2378126511312,2012-05-14,5373.150242276189
625.2378126511312,2012-05-15,5373.150242276189
625.2378126511303,2012-05-16,5373.150242276189
625.2378126511303,2012-05-17,5373.150242276189
625.2378126511303,2012-05-18,5373.150242276189
625.2378126511303,2012-05-19,5373.150242276189
625.2378126511303,2012-05-20,5373.150242276189
625.2378126511303,2012-05-21,5373.150242276189
625.2378126511303,2012-05-22,5373.150242276189
625.2378126511303,2012-05-23,5373.150242276189
625.2378126511312,2012-05-24,5373.150242276189
625.2378126511303,2012-05-25,5373.150242276189
625.2378126511303,2012-05-26,5373.150242276189
625.2378126511303,2012-05-27,5373.150242276189
625.2378126511303,2012-05-28,5373.150242276189
625.2378126511303,2012-05-29,5373.150242276189
625.2378126511303,2012-05-30,5373.150242276189
625.2378126511303,2012-05-31,5373.150242276189
625.2378126511303,2012-06-01,5373.150242276189
625.2378126511303,2012-06-02,5373.150242276189
625.2378126511303,2012-06-03,5373.150242276189
625.2378126511303,2012-06-04,5373.150242276189
625.2378126511312,2012-06-05,5373.150242276189
625.2378126511303,2012-06-06,5373.150242276189
625.2378126511303,2012-06-07,5373.150242276189
625.2378126511303,2012-06-08,5373.150242276189
625.2378126511303,2012-06-09,5373.150242276189
625.2378126511303,2012-06-10,5373.150242276189
625.2378126511303,2012-06-11,5373.150242276189
625.2378126511303,2012-06-12,5373.150242276189
625.2378126511303,2012-06-13,5373.150242276189
625.2378126511303,2012-06-14,5373.150242276189
625.2378126511303,2012-06-15,5373.150242276189
625.2378126511303,2012-06-16,5373.150242276189
625.2378126511303,2012-06-17,5373.150242276189
625.2378126511303,2012-06-18,5373.150242276189
625.2378126511321,2012-06-19,5373.150242276189
625.2378126511303,2012-06-20,5373.150242276189
625.2378126511303,2012-06-21,5373.150242276189
625.2378126511303,2012-06-22,5373.150242276189
625.2378126511303,2012-06-23,5373.150242276189
625.2378126511294,2012-06-24,5373.150242276189
625.2378126511312,2012-06-25,5373.150242276189
625.2378126511303,2012-06-26,5373.150242276189
625.2378126511303,2012-06-27,5373.150242276189
625.2378126511303,2012-06-28,5373.150242276189
625.2378126511303,2012-06-29,5373.150242276189
625.2378126511303,2012-06-30,5373.150242276189
625.2378126511303,2012-07-01,5373.150242276189
625.2378126511303,2012-07-02,5373.150242276189
625.2378126511303,2012-07-03,5373.150242276189
625.2378126511303,2012-07-04,5373.150242276189
625.2378126511303,2012-07-05,5373.150242276189
625.2378126511303,2012-07-06,5373.150242276189
625.2378126511303,2012-07-07,5373.150242276189
625.2378126511303,2012-07-08,5373.150242276189
625.2378126511303,2012-07-09,5373.150242276189
625.2378126511303,2012-07-10,5373.150242276189
625.2378126511303,2012-07-11,5373.150242276189
625.2378126511303,2012-07-12,5373.150242276189
625.2378126511303,2012-07-13,5373.150242276189
625.2378126511321,2012-07-14,5373.150242276189
625.2378126511321,2012-07-15,5373.150242276189
625.2378126511303,2012-07-16,5373.150242276189
625.2378126511303,2012-07-17,5373.150242276189
625.2378126511303,2012-07-18,5373.150242276189
625.2378126511303,2012-07-19,5373.150242276189
625.2378126511321,2012-07-20,5373.150242276189
625.2378126511303,2012-07-21,5373.150242276189
625.2378126511303,2012-07-22,5373.150242276189
625.2378126511303,2012-07-23,5373.150242276189
625.2378126511303,2012-07-24,5373.150242276189
625.2378126511303,2012-07-25,5373.150242276189
625.2378126511303,2012-07-26,5373.150242276189
625.2378126511303,2012-07-27,5373.150242276189
625.2378126511303,2012-07-28,5373.150242276189
625.2378126511303,2012-07-29,5373.150242276189
625.2378126511303,2012-07-30,5373.150242276189
625.2378126511321,2012-07-31,5373.150242276189
625.2378126511303,2012-08-01,5373.150242276189
625.2378126511321,2012-08-02,5373.150242276189
625.2378126511303,2012-08-03,5373.150242276189
625.2378126511303,2012-08-04,5373.150242276189
625.2378126511303,2012-08-05,5373.150242276189
625.2378126511285,2012-08-06,5373.150242276189
625.2378126511321,2012-08-07,5373.150242276189
625.2378126511303,2012-08-08,5373.150242276189
625.2378126511321,2012-08-09,5373.150242276189
625.2378126511321,2012-08-10,5373.150242276189
625.2378126511321,2012-08-11,5373.150242276189
625.2378126511303,2012-08-12,5373.150242276189
625.2378126511303,2012-08-13,5373.150242276189
625.2378126511321,2012-08-14,5373.150242276189
625.2378126511321,2012-08-15,5373.150242276189
625.2378126511321,2012-08-16,5373.150242276189
625.2378126511321,2012-08-17,5373.150242276189
625.2378126511303,2012-08-18,5373.150242276189
625.2378126511303,2012-08-19,5373.150242276189
625.2378126511303,2012-08-20,5373.150242276189
625.2378126511303,2012-08-21,5373.150242276189
625.2378126511303,2012-08-22,5373.150242276189
625.2378126511303,2012-08-23,5373.150242276189
625.2378126511303,2012-08-24,5373.150242276189
625.2378126511321,2012-08-25,5373.150242276189
625.2378126511303,2012-08-26,5373.150242276189
625.2378126511321,2012-08-27,5373.150242276189
625.2378126511321,2012-08-28,5373.150242276189
625.2378126511321,2012-08-29,5373.150242276189
625.2378126511303,2012-08-30,5373.150242276189
625.2378126511321,2012-08-31,5373.150242276189
625.2378126511321,2012-09-01,5373.150242276189
625.2378126511303,2012-09-02,5373.150242276189
625.2378126511303,2012-09-03,5373.150242276189
625.2378126511303,2012-09-04,5373.150242276189
625.2378126511303,2012-09-05,5373.150242276189
625.2378126511303,2012-09-06,5373.150242276189
625.2378126511321,2012-09-07,5373.150242276189
625.2378126511285,2012-09-08,5373.150242276189
625.2378126511303,2012-09-09,5373.150242276189
625.2378126511303,2012-09-10,5373.150242276189
625.2378126511303,2012-09-11,5373.150242276189
625.2378126511303,2012-09-12,5373.150242276189
625.2378126511303,2012-09-13,5373.150242276189
625.2378126511321,2012-09-14,5373.150242276189
625.2378126511321,2012-09-15,5373.150242276189
625.2378126511321,2012-09-16,5373.150242276189
625.2378126511303,2012-09-17,5373.150242276189
625.2378126511321,2012-09-18,5373.150242276189
625.2378126511321,2012-09-19,5373.150242276189
625.2378126511285,2012-09-20,5373.150242276189
625.2378126511321,2012-09-21,5373.150242276189
625.2378126511285,2012-09-22,5373.150242276189
625.2378126511303,2012-09-23,5373.150242276189
625.2378126511303,2012-09-24,5373.150242276189
625.2378126511321,2012-09-25,5373.150242276189
625.2378126511303,2012-09-26,5373.150242276189
625.2378126511285,2012-09-27,5373.150242276189
625.2378126511285,2012-09-28,5373.150242276189
625.2378126511285,2012-09-29,5373.150242276189
625.2378126511285,2012-09-30,5373.150242276189
625.2378126511303,2012-10-01,5373.150242276189
625.2378126511303,2012-10-02,5373.150242276189
625.2378126511285,2012-10-03,5373.150242276189
625.2378126511321,2012-10-04,5373.150242276189
625.2378126511321,2012-10-05,5373.150242276189
625.2378126511303,2012-10-06,5373.150242276189
625.2378126511303,2012-10-07,5373.150242276189
625.2378126511321,2012-10-08,5373.150242276189
625.2378126511303,2012-10-09,5373.150242276189
625.2378126511303,2012-10-10,5373.150242276189
625.2378126511285,2012-10-11,5373.150242276189
625.2378126511303,2012-10-12,5373.150242276189
625.2378126511303,2012-10-13,5373.150242276189
625.2378126511303,2012-10-14,5373.150242276189
625.2378126511321,2012-10-15,5373.150242276189
625.2378126511303,2012-10-16,5373.150242276189
625.2378126511321,2012-10-17,5373.150242276189
625.2378126511303,2012-10-18,5373.150242276189
625.2378126511303,2012-10-19,5373.150242276189
625.2378126511303,2012-10-20,5373.150242276189
625.2378126511321,2012-10-21,5373.150242276189
625.2378126511303,2012-10-22,5373.150242276189
625.2378126511303,2012-10-23,5373.150242276189
625.2378126511303,2012-10-24,5373.150242276189
625.2378126511303,2012-10-25,5373.150242276189
625.2378126511303,2012-10-26,5373.150242276189
625.2378126511303,2012-10-27,5373.150242276189
625.2378126511303,2012-10-28,5373.150242276189
625.2378126511303,2012-10-29,5373.150242276189
625.2378126511303,2012-10-30,5373.150242276189
625.2378126511321,2012-10-31,5373.150242276189
625.2378126511303,2012-11-01,5373.150242276189
625.2378126511303,2012-11-02,5373.150242276189
625.2378126511321,2012-11-03,5373.150242276189
625.2378126511303,2012-11-04,5373.150242276189
625.2378126511321,2012-11-05,5373.150242276189
625.2378126511303,2012-11-06,5373.150242276189
625.2378126511303,2012-11-07,5373.150242276189
625.2378126511285,2012-11-08,5373.150242276189
625.2378126511303,2012-11-09,5373.150242276189
625.2378126511285,2012-11-10,5373.150242276189
625.2378126511321,2012-11-11,5373.150242276189
625.2378126511321,2012-11-12,5373.150242276189
625.2378126511321,2012-11-13,5373.150242276189
625.2378126511285,2012-11-14,5373.150242276189
625.2378126511303,2012-11-15,5373.150242276189
625.2378126511303,2012-11-16,5373.150242276189
625.2378126511321,2012-11-17,5373.150242276189
625.2378126511303,2012-11-18,5373.150242276189
625.2378126511303,2012-11-19,5373.150242276189
625.2378126511303,2012-11-20,5373.150242276189
625.2378126511303,2012-11-21,5373.150242276189
625.2378126511321,2012-11-22,5373.150242276189
625.2378126511321,2012-11-23,5373.150242276189
625.2378126511321,2012-11-24,5373.150242276189
625.2378126511285,2012-11-25,5373.150242276189
625.2378126511303,2012-11-26,5373.150242276189
625.2378126511321,2012-11-27,5373.150242276189
625.2378126511285,2012-11-28,5373.150242276189
625.2378126511285,2012-11-29,5373.150242276189
625.2378126511321,2012-11-30,5373.150242276189
625.2378126511321,2012-12-01,5373.150242276189
625.2378126511303,2012-12-02,5373.150242276189
625.2378126511303,2012-12-03,5373.150242276189
625.2378126511321,2012-12-04,5373.150242276189
625.2378126511285,2012-12-05,5373.150242276189
625.2378126511285,2012-12-06,5373.150242276189
625.2378126511285,2012-12-07,5373.150242276189
625.2378126511321,2012-12-08,5373.150242276189
625.2378126511321,2012-12-09,5373.150242276189
625.2378126511321,2012-12-10,5373.150242276189
625.2378126511321,2012-12-11,5373.150242276189
625.2378126511285,2012-12-12,5373.150242276189
625.2378126511321,2012-12-13,5373.150242276189
625.2378126511321,2012-12-14,5373.150242276189
625.2378126511285,2012-12-15,5373.150242276189
625.2378126511321,2012-12-16,5373.150242276189
625.2378126511285,2012-12-17,5373.150242276189
625.2378126511285,2012-12-18,5373.150242276189
625.2378126511285,2012-12-19,5373.150242276189
625.2378126511321,2012-12-20,5373.150242276189
625.2378126511285,2012-12-21,5373.150242276189
625.2378126511285,2012-12-22,5373.150242276189
625.2378126511321,2012-12-23,5373.150242276189
625.2378126511321,2012-12-24,5373.150242276189
625.2378126511285,2012-12-25,5373.150242276189
625.2378126511321,2012-12-26,5373.150242276189
625.2378126511285,2012-12-27,5373.150242276189
625.2378126511321,2012-12-28,5373.150242276189
625.2378126511285,2012-12-29,5373.150242276189
625.2378126511285,2012-12-30,5373.150242276189
625.2378126511285,2012-12-31,5373.150242276189
625.2378126511285,2013-01-01,5373.150242276189
625.2378126511321,2013-01-02,5373.150242276189
625.2378126511285,2013-01-03,5373.150242276189
625.2378126511285,2013-01-04,5373.150242276189
625.2378126511285,2013-01-05,5373.150242276189
625.2378126511285,2013-01-06,5373.150242276189
625.2378126511285,2013-01-07,5373.150242276189
625.2378126511321,2013-01-08,5373.150242276189
625.2378126511285,2013-01-09,5373.150242276189
625.2378126511321,2013-01-10,5373.150242276189
625.2378126511321,2013-01-11,5373.150242276189
625.2378126511321,2013-01-12,5373.150242276189
625.2378126511321,2013-01-13,5373.150242276189
625.2378126511321,2013-01-14,5373.150242276189
625.2378126511285,2013-01-15,5373.150242276189
625.2378126511285,2013-01-16,5373.150242276189
625.2378126511321,2013-01-17,5373.150242276189
625.2378126511321,2013-01-18,5373.150242276189
625.2378126511285,2013-01-19,5373.150242276189
625.2378126511321,2013-01-20,5373.150242276189
625.2378126511321,2013-01-21,5373.150242276189
625.2378126511321,2013-01-22,5373.150242276189
625.2378126511321,2013-01-23,5373.150242276189
625.2378126511358,2013-01-24,5373.150242276189
625.2378126511321,2013-01-25,5373.150242276189
625.2378126511321,2013-01-26,5373.150242276189
625.2378126511321,2013-01-27,5373.150242276189
625.2378126511321,2013-01-28,5373.150242276189
625.2378126511321,2013-01-29,5373.150242276189
625.2378126511321,2013-01-30,5373.150242276189
625.2378126511321,2013-01-31,5373.150242276189
625.2378126511321,2013-02-01,5373.150242276189
625.2378126511321,2013-02-02,5373.150242276189
625.2378126511358,2013-02-03,5373.150242276189
625.2378126511358,2013-02-04,5373.150242276189
625.2378126511321,2013-02-05,5373.150242276189
625.2378126511321,2013-02-06,5373.150242276189
625.2378126511321,2013-02-07,5373.150242276189
625.2378126511321,2013-02-08,5373.150242276189
625.2378126511321,2013-02-09,5373.150242276189
625.2378126511321,2013-02-10,5373.150242276189
625.2378126511321,2013-02-11,5373.150242276189
625.2378126511285,2013-02-12,5373.150242276189
625.2378126511321,2013-02-13,5373.150242276189
625.2378126511248,2013-02-14,5373.150242276189
625.2378126511321,2013-02-15,5373.150242276189
625.2378126511321,2013-02-16,5373.150242276189
625.2378126511248,2013-02-17,5373.150242276189
625.2378126511248,2013-02-18,5373.150242276189
625.2378126511321,2013-02-19,5373.150242276189
625.2378126511321,2013-02-20,5373.150242276189
625.2378126511321,2013-02-21,5373.150242276189
625.2378126511248,2013-02-22,5373.150242276189
625.2378126511321,2013-02-23,5373.150242276189
625.2378126511321,2013-02-24,5373.150242276189
625.2378126511248,2013-02-25,5373.150242276189
625.2378126511321,2013-02-26,5373.150242276189
625.2378126511321,2013-02-27,5373.150242276189
625.2378126511321,2013-02-28,5373.150242276189
625.2378126511321,2013-03-01,5373.150242276189
625.2378126511248,2013-03-02,5373.150242276189
625.2378126511321,2013-03-03,5373.150242276189
625.2378126511321,2013-03-04,5373.150242276189
625.2378126511321,2013-03-05,5373.150242276189
625.2378126511321,2013-03-06,5373.150242276189
625.2378126511248,2013-03-07,5373.150242276189
625.2378126511321,2013-03-08,5373.150242276189
625.2378126511321,2013-03-09,5373.150242276189
625.2378126511248,2013-03-10,5373.150242276189
625.2378126511321,2013-03-11,5373.150242276189
625.2378126511321,2013-03-12,5373.150242276189
625.2378126511248,2013-03-13,5373.150242276189
625.2378126511248,2013-03-14,5373.150242276189
625.2378126511248,2013-03-15,5373.150242276189
625.2378126511248,2013-03-16,5373.150242276189
625.2378126511248,2013-03-17,5373.150242276189
625.2378126511321,2013-03-18,5373.150242276189
625.2378126511321,2013-03-19,5373.150242276189
625.2378126511321,2013-03-20,5373.150242276189
625.2378126511176,2013-03-21,5373.150242276189
625.2378126511321,2013-03-22,5373.150242276189
625.2378126511321,2013-03-23,5373.150242276189
625.2378126511321,2013-03-24,5373.150242276189
625.2378126511321,2013-03-25,5373.150242276189
625.2378126511321,2013-03-26,5373.150242276189
625.2378126511176,2013-03-27,5373.150242276189
625.2378126511321,2013-03-28,5373.150242276189
625.2378126511321,2013-03-29,5373.150242276189
625.2378126511321,2013-03-30,5373.150242276189
625.2378126511321,2013-03-31,5373.150242276189
625.2378126511176,2013-04-01,5373.150242276189
625.2378126511176,2013-04-02,5373.150242276189
625.2378126511176,2013-04-03,5373.150242276189
14930.626908051141,2013-04-04,4926.791366350423
29956.599763451144,2013-04-05,4480.432490424659
44896.738376851135,2013-04-06,4034.0736144988937
62377.88845805114,2013-04-07,3587.714738573129
81303.30712865113,2013-04-08,3158.199593814374
103967.30788805112,2013-04-09,2741.3172474308767
118866.80778835254,2013-04-10,2353.911430589647
127787.9232699253,2013-04-11,1903.3416218721295
145915.92492169363,2013-04-12,1208.5377112329672
158191.9231797506,2013-04-13,644.2727171381323
172126.65350615061,2013-04-14,0.0
172126.65350615061,2013-04-15,0.0
172126.65350615061,2013-04-16,0.0
172126.65350615061,2013-04-17,0.0
172126.65350615061,2013-04-18,0.0
172126.65350615061,2013-04-19,0.0
172126.65350615061,2013-04-20,0.0
172126.65350615061,2013-04-21,0.0
172126.65350615061,2013-04-22,0.0
172126.65350615061,2013-04-23,0.0
172126.65350615061,2013-04-24,0.0
172126.65350615061,2013-04-25,0.0
172126.65350615061,2013-04-26,0.0
172126.65350615061,2013-04-27,0.0
172126.65350615061,2013-04-28,0.0
172126.65350615061,2013-04-29,0.0
172126.65350615061,2013-04-30,0.0
172126.65350615061,2013-05-01,0.0
172126.65350615061,2013-05-02,0.0
172126.65350615061,2013-05-03,0.0
172126.65350615061,2013-05-04,0.0
172126.65350615061,2013-05-05,0.0
172126.65350615061,2013-05-06,0.0
172126.65350615061,2013-05-07,0.0
172126.65350615061,2013-05-08,0.0
172126.65350615061,2013-05-09,0.0
172126.65350615061,2013-05-10,0.0
172126.65350615061,2013-05-11,0.0
172126.65350615061,2013-05-12,0.0
172126.65350615061,2013-05-13,0.0
172126.65350615061,2013-05-14,0.0
172126.65350615061,2013-05-15,0.0
172126.65350615061,2013-05-16,0.0
172126.65350615061,2013-05-17,0.0
172126.65350615061,2013-05-18,0.0
172126.65350615061,2013-05-19,0.0
172126.65350615061,2013-05-20,0.0
172126.65350615061,2013-05-21,0.0
172126.65350615061,2013-05-22,0.0
172126.65350615061,2013-05-23,0.0
