returns,date
0.03549060860327905,2013-01-29 00:00:00+00:00
0.005040323016141016,2013-01-30 00:00:00+00:00
0.05065196022210479,2013-01-31 00:00:00+00:00
-0.005250597088338714,2013-02-01 00:00:00+00:00
-0.025431863896156155,2013-02-02 00:00:00+00:00
0.023141311652849602,2013-02-03 00:00:00+00:00
0.0004812319935005134,2013-02-04 00:00:00+00:00
0.009620010413219972,2013-02-05 00:00:00+00:00
0.019533112600481926,2013-02-06 00:00:00+00:00
0.03738318056463176,2013-02-07 00:00:00+00:00
0.031081083481077118,2013-02-08 00:00:00+00:00
0.03232853016244296,2013-02-09 00:00:00+00:00
0.023698689827543213,2013-02-10 00:00:00+00:00
0.009921455849838426,2013-02-11 00:00:00+00:00
0.06262792089063575,2013-02-12 00:00:00+00:00
-0.018104777774870042,2013-02-13 00:00:00+00:00
0.09415457675174421,2013-02-14 00:00:00+00:00
-0.014342058966851432,2013-02-15 00:00:00+00:00
0.01818843329134359,2013-02-16 00:00:00+00:00
-0.018578064731938324,2013-02-17 00:00:00+00:00
-0.002184201082788732,2013-02-18 00:00:00+00:00
0.09011310304538407,2013-02-19 00:00:00+00:00
0.02041499447777305,2013-02-20 00:00:00+00:00
0.0,2013-02-21 00:00:00+00:00
0.013119056165594835,2013-02-22 00:00:00+00:00
-0.027840726698776817,2013-02-23 00:00:00+00:00
0.007992008448221281,2013-02-24 00:00:00+00:00
0.0214734072286161,2013-02-25 00:00:00+00:00
0.021668823969767347,2013-02-26 00:00:00+00:00
0.006647673675074267,2013-02-27 00:00:00+00:00
